-9.84157	15.4797	18.0686
80.7302	-6.58389	5.58707
-19.0412	-15.1877	8.37043
-27.4902	38.102	2.02472
-3.08816	52.7009	-0.190458
-13.2363	-74.7756	15.7699
137.514	109.204	-9.41217
32.9473	-70.8531	14.3761
74.0808	128.27	-10.7428
-46.0654	-121.093	22.157
152.282	-8.331	4.62616
81.0934	-40.4728	9.87924
133.148	-30.3626	15.1251
-16.8305	87.6827	-4.09391
89.3023	85.4089	10.4452
-94.555	39.6677	10.8644
40.955	-54.852	12.3875
34.3459	95.4185	-5.97741
138.79	11.3206	2.47267
163.917	-79.6462	13.351
-16.7351	72.8823	-2.37458
18.4699	63.2564	-1.80545
23.7517	76.7107	-3.57532
-19.5276	81.8298	-3.46211
23.8099	68.4037	-2.55984
-48.5739	-53.2594	17.1633
-79.7309	112.253	-5.80807
144.199	4.5112	3.15728
42.9952	25.4937	9.03586
153.06	125.492	-11.6148
65.7035	-105.109	18.1992
99.7013	62.7038	15.0937
120.418	6.72901	3.32233
13.7273	-33.166	10.0318
-13.5746	24.6852	5.70819
1.2362	-9.59605	25.2468
-35.86	96.0118	-4.71256
-8.42512	39.377	1.56622
49.5882	-113.382	19.5082
26.3399	89.2755	-5.18798
-68.693	107.812	-5.42984
116.722	84.244	18.6807
-27.3977	20.0523	4.17113
63.0996	-114.47	19.4424
-61.0248	-44.3081	23.9844
23.8352	65.0807	-2.1654
101.966	-1.23401	4.50318
78.6058	-58.3249	12.1376
27.4747	-62.4161	13.4437
96.2319	36.0519	0.109874
86.1998	-62.4853	20.32
-18.858	-49.8558	12.7909
-51.9913	-0.81151	7.18225
130.858	15.4663	2.02945
183.143	30.3763	-0.663828
-41.122	38.6019	2.18748
19.44	-71.6121	14.7483
2.9888	-56.5178	13.1256
-49.3833	40.8564	2.04505
-35.1285	-84.6114	17.4177
177.88	33.7301	-1.02794
187.403	-68.4342	11.6715
-97.0538	101.011	4.87028
-50.1833	-70.2925	26.5761
119.458	-79.329	33.202
148.263	-91.6274	15.3314
57.4985	-95.628	17.0681
165.418	-10.7899	4.72991
170.803	-17.6818	5.58516
184.902	-74.5735	12.4839
-43.5453	-49.102	13.0074
-38.0803	-37.552	11.5351
2.15688	79.2817	-3.49571
-46.1637	-91.176	18.388
146.894	0.235084	3.61938
119.379	76.9156	19.3101
142.872	-89.7234	15.4899
50.3562	101.088	-6.8383
-35.8297	81.2747	-3.0729
-52.2999	105.193	-5.52065
114.326	73.4283	19.6493
-38.2888	11.6651	5.41887
180.084	-99.1767	15.7078
167.846	3.99586	2.82106
127.149	79.6152	17.0854
99.6235	-27.6669	7.82088
157.818	-27.333	6.95385
6.0972	-110.955	20.0418
158.642	96.3656	-8.19852
92.7547	-119.356	19.542
-7.87441	-56.5098	13.3201
-22.1475	59.574	-0.643261
161.951	45.4779	-2.01067
65.2733	-62.5317	12.8671
-10.4872	-75.6407	15.7575
63.1106	-116.192	19.6288
24.8487	21.1118	24.7809
8.75231	-101.774	18.6866
71.445	127.291	-10.5451
-33.0802	73.9995	-2.16892
15.7627	65.6599	-2.06101
150.852	-87.3138	14.6881
35.5015	-51.5043	11.9784
55.5624	114.738	-8.72255
-77.8938	-79.1669	39.9761
-32.5645	-44.1133	12.2763
8.67959	-91.6739	17.4567
-107.378	-98.9356	20.5075
-30.5006	109.338	-6.47367
-13.9603	58.9833	-0.796257
-69.7943	-73.5811	39.3753
-19.4039	55.5402	-0.290569
180.158	-102.723	16.1107
-149.582	-63.9137	16.8742
136.972	-48.278	29.1423
-52.2535	92.1432	-3.93362
-38.6262	108.187	-6.05506
118.5	-93.9357	21.8724
-41.3223	97.4439	-4.80971
71.8202	85.1445	-5.46628
42.8419	39.7924	0.582505
135.753	43.0296	-1.4239
-40.6888	-72.9947	16.0467
179.539	95.5395	-8.47077
166.29	109.702	-9.94812
-135.646	-123.269	23.937
-38.4181	52.5709	0.517336
-59.4899	49.1426	6.65565
107.346	-9.67285	5.57518
67.1573	14.3041	3.15653
-40.6217	-89.5455	18.1427
109.384	40.6463	-0.489701
-110.096	110.275	-4.99408
91.6213	-36.7496	10.7347
147.403	-34.3264	7.90127
-146.544	20.3021	6.41205
72.8304	-17.6708	7.02869
-152.328	-34.1889	13.2008
-140.984	-13.2291	10.4323
-30.1637	27.3789	3.31863
4.76154	93.4331	-5.21164
47.8442	80.0592	-4.43344
-43.7476	3.38565	6.46538
135.362	77.257	13.0432
133.004	67.9448	13.5784
44.0531	-97.9926	17.636
79.0903	-101.021	17.5077
56.1053	51.0128	-1.10991
28.8246	116.864	-8.51776
183.897	-16.7152	5.18742
86.8575	87.7313	7.49222
-124.071	27.129	5.17611
-60.213	1.52933	7.0996
179.853	74.6707	-5.97642
-146.473	36.2884	4.58415
-27.1661	-34.2147	10.8602
54.1053	-22.028	7.95602
-46.4982	0.895476	6.84558
-57.5932	41.4797	2.14624
-22.2898	89.1296	-4.16674
-24.8607	60.3149	-0.712087
16.6478	-60.7015	13.4625
-98.9924	17.1308	5.907
108.889	-73.8189	34.0753
